title,publisher,categories,review_score,review_summary
The Joy Of Photography,Addison Wesley Publishing Company,photography,1.0,Excellent source for a budding photographer
The Joy Of Photography,Addison Wesley Publishing Company,photography,0.75,Trying to learn some more on photography ??
The Joy Of Photography,Addison Wesley Publishing Company,photography,1.0,Great presentation
The Joy Of Photography,Addison Wesley Publishing Company,photography,1.0,Tons Of Photography Info
The Joy Of Photography,Addison Wesley Publishing Company,photography,1.0,Joy of Photography
The Joy Of Photography,Addison Wesley Publishing Company,photography,0.75,"technology changes, photography doesnt"
The Joy Of Photography,Addison Wesley Publishing Company,photography,0.75,A Classic Must Have!
The Joy Of Photography,Addison Wesley Publishing Company,photography,0.75,Joy of Photography Review
The Joy Of Photography,Addison Wesley Publishing Company,photography,0.25,Great title for a mediocre book
The Joy Of Photography,Addison Wesley Publishing Company,photography,1.0,Superb source of information and techniques on photography!
The Joy Of Photography,Addison Wesley Publishing Company,photography,0.0,Outdated
Cubs on Catalina: A Scrapbookful of Memories about a 30-Year Love Affair Between One of Baseball's Classic Team & California's Most Fanc,,photography,1.0,Tons of information about the Cubs!
Cubs on Catalina: A Scrapbookful of Memories about a 30-Year Love Affair Between One of Baseball's Classic Team & California's Most Fanc,,photography,1.0,Baseball Enthusiast
Cubs on Catalina: A Scrapbookful of Memories about a 30-Year Love Affair Between One of Baseball's Classic Team & California's Most Fanc,,photography,1.0,Greatest Book involving the Cubs!!
Cubs on Catalina: A Scrapbookful of Memories about a 30-Year Love Affair Between One of Baseball's Classic Team & California's Most Fanc,,photography,1.0,Cubs
Photoshop 4 for Macintosh (Visual QuickStart Guide),,photography,1.0,You're All I Need
Photoshop 4 for Macintosh (Visual QuickStart Guide),,photography,1.0,To the point.
The Life Millennium: The 100 Most Important Events and People of the Past 1000 Years,,photography,0.75,"great images, surprisingly good ideas"
The Life Millennium: The 100 Most Important Events and People of the Past 1000 Years,,photography,0.25,Patriotic distortions
The Life Millennium: The 100 Most Important Events and People of the Past 1000 Years,,photography,1.0,Extremely fair treatment
Pictures from the Country: A Guide to Photographing Rural Life and Landscapes,Camden House Pub,photography,1.0,Wondrous Photography By A New England Master!
Pictures from the Country: A Guide to Photographing Rural Life and Landscapes,Camden House Pub,photography,1.0,"Enjoyable, Educational and Most of All,...Inspirational!"
Pictures from the Country: A Guide to Photographing Rural Life and Landscapes,Camden House Pub,photography,1.0,A delightful book of photographs that inspire me daily.
Irving Penn: Platinum Prints,Yale University Press,photography,1.0,Magnificent Book
Irving Penn: Platinum Prints,Yale University Press,photography,0.75,A book that will change your view on photography
Irving Penn: Platinum Prints,Yale University Press,photography,1.0,The most beautiful...
Irving Penn: Platinum Prints,Yale University Press,photography,1.0,The LEGENDARY Mr. Penn
Irving Penn: Platinum Prints,Yale University Press,photography,1.0,Nobody does it like Irving
Irving Penn: Platinum Prints,Yale University Press,photography,1.0,A must if you happen to be in the DC area...
Irving Penn: Platinum Prints,Yale University Press,photography,1.0,Inspiring
Edward Weston: The Last Years in Carmel,Art Inst of Chicago Museum Shop,photography,0.75,Rich and dark food for thought
Edward Weston: The Last Years in Carmel,Art Inst of Chicago Museum Shop,photography,0.75,"A squirrelly, but talented photographer"
Edward Weston: The Last Years in Carmel,Art Inst of Chicago Museum Shop,photography,1.0,the mature artist
Edward Weston: The Last Years in Carmel,Art Inst of Chicago Museum Shop,photography,1.0,Edward Weston: The Last Years in Carmel
Apple Training Series: iLife 05,Peachpit Press,photography,0.75,iLife 05 training for novices
Apple Training Series: iLife 05,Peachpit Press,photography,0.75,Great Book For Beginners
Apple Training Series: iLife 05,Peachpit Press,photography,1.0,The Most-Comprehensive Book I've Seen
Carrara: The Marble Quarries of Tuscany,,photography,1.0,Creation and destruction
Big Cats (World Wildlife),Bloomsbury Publishing,photography,1.0,Big Cats
Stellar Men,Bruno Gmunder Verlag,photography,1.0,If the name fits.....
Cowboy Boots,Gibbs Smith,photography,1.0,Cowboy boots are way better than bad sex!
Cowboy Boots,Gibbs Smith,photography,1.0,Top of the stack.
Cowboy Boots,Gibbs Smith,photography,1.0,OUR NEW COWBOY BOOT BOOK
Cowboy Boots,Gibbs Smith,photography,0.75,"If you like vintage boots, get this book!"
Cowboy Boots,Gibbs Smith,photography,0.75,cowboy boots
Cowboy Boots,Gibbs Smith,photography,1.0,Cowboy Boots Book Purchase
Cowboy Boots,Gibbs Smith,photography,1.0,VUN-DA-BAR!
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Easy professional tips for everyday photographers
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,"Fun, creative, encouraging!"
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Want photographs that really capture your family and vacations? Get this book.
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,"Simple tips, practical advice - for the amateur photographer"
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Unpretentious how-to book on improving your snaps. Fun.
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Terrific guide for EVERY amateur photographer!!
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Back away from the Camera; pick up this book!
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,I fell in love with this book
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,scrapbookers take notice
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,The Best Photography Book Ever!
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Practical advice for regular people from a seasoned Pro
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Kelsh's books will forever change the way you take pictures
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Kelsh's books will forever change the way you take pictures
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Buy this book
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,"Less is more, much much more!"
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Great for improving your family photos
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Great book for the amature photographer
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Have to have
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,The definitive book for average people who just want to take better pictures.
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,My new favorite author
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,0.75,This books offers those little tips on getting the shot.
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,0.75,Well written how to photography book
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,RE How to Photograph your life
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Great book!
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,Huge Kelsh fan
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,1.0,How to Photography your Life
How to Photograph Your Life: Capturing Everyday Moments with Your Camera and Your Heart,"Stewart, Tabori and Chang",photography,0.75,Great advice!
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,0.75,Chemistry
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,0.75,All You Need To Know.
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,1.0,Great book
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,1.0,A necessary book for any photographer!
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,0.75,The best (and only...)
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,1.0,ny review of this excellent book
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,1.0,Best B&amp;W film/developer book I've read.
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,1.0,Apparently comprehensive
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,1.0,A must have book for anyone who develops their own film!
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,0.75,Could definitely use some figures
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,1.0,Information you need that you won't get elsewhere!
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,0.5,"Great for history and formulas, NOT for beginners..."
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,0.5,A bit disappointing
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,1.0,Another great advanced user book from Anchell.
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,1.0,You'll understand your film developer
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,0.75,Bill Troops compilations with Anchells editing ability. Can't go wrong !
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,1.0,just love it
The Film Developing Cookbook (Darkroom Cookbook) (Vol 2),Taylor & Francis,photography,1.0,A must!
